Empresa;Acessos;Market Share;Ranking
NET FAGA TELECOMUNICACOES LTDA;40;1,01585498202838E-06;6.530
MAURO CEZAR CORREA - ULTRANET - EIRELI;40;1,01585498202838E-06;6.530
M J SATURNINO DA SILVA;40;1,01585498202838E-06;6.530
LUZIA MENDES DE JESUS;40;1,01585498202838E-06;6.530
Largo do Tanque Telecomunicacoes Ltda;40;1,01585498202838E-06;6.530
JULIO CESAR FERREIRA SILVA;40;1,01585498202838E-06;6.530
JAINE BERCOT & CIA LTDA - ME;40;1,01585498202838E-06;6.530
INFOCAD TECNOLOGIA E SERVICOS EIRELI;40;1,01585498202838E-06;6.530
I7 TELECOMUNICACOES LTDA;40;1,01585498202838E-06;6.530
H DE P. SANTOS TELECOMUNICACOES EIRELI;40;1,01585498202838E-06;6.530
GENESIS NET SERVICE LTDA - ME;40;1,01585498202838E-06;6.530
EXPAND TECNOLOGIA E INFORMATICA LTDA;40;1,01585498202838E-06;6.530
E L DA SILVA SERVIÇOS DE REDES E COMUNICAÇÕES - ME;40;1,01585498202838E-06;6.530
CONECTMAS TELECOMUNICACOES LTDA;40;1,01585498202838E-06;6.530
BRASNET MULTI INFORMATICA LTDA - ME;40;1,01585498202838E-06;6.530
ASAP GLOBAL TELECOM LTDA;40;1,01585498202838E-06;6.530
ANDERSON PROVEDOR DE INTERNET EIRELI;40;1,01585498202838E-06;6.530
AMS - SERVICOS DE PROVEDORES DE INTERNET LTDA - ME;40;1,01585498202838E-06;6.530
ALBERTO ALVES BOTELHO JUNIOR;40;1,01585498202838E-06;6.530
Paulo Otavio Neves de Oliveira;39;9,90458607477673E-07;6.543
MICHAEL S. SILVA SERVICOS DE INSTALACAO E DISTRIBUICAO DE INTERNET;39;9,90458607477673E-07;6.543
J PEDRO SAUSTINO COMUNICACOES;39;9,90458607477673E-07;6.543
ISRAEL FERREIRA LIMA NETO SERVICOS & INTERNET EIRELI;39;9,90458607477673E-07;6.543
INSIGHT PARA TECNOLOGIA LTDA - ME;39;9,90458607477673E-07;6.543
INFINITY NETWORK SERVICOS LTDA;39;9,90458607477673E-07;6.543
H NEWS TELECOM - EIRELI;39;9,90458607477673E-07;6.543
Francisco Righi Neto;39;9,90458607477673E-07;6.543
EDSON REINALDO DOS SANTOS - ME;39;9,90458607477673E-07;6.543
CLAUDIO JOSE DA TRINDADE JUNIOR - ME;39;9,90458607477673E-07;6.543
CJ NET TELECOMUNICACOES LTDA;39;9,90458607477673E-07;6.543
CARIRIWEB PROVEDORES DE INTERNET LTDA;39;9,90458607477673E-07;6.543
BRAZCONECT TELECOMUNICACOES LTDA;39;9,90458607477673E-07;6.543
SOUSATEC . NET LTDA - ME;38;9,65062232926963E-07;6.552
NIPONET TELECOMUNICAÇÕES EIRELI;38;9,65062232926963E-07;6.552
M. PORTELA ARCANJO;38;9,65062232926963E-07;6.552
LUIZ GUSTAVO VALIERI FERREIRA - ME;38;9,65062232926963E-07;6.552
JEAN CARLOS DA SILVEIRA-ME;38;9,65062232926963E-07;6.552
CRISTIANE FERREIRA SOARES DE SOUSA;38;9,65062232926963E-07;6.552
CIANET PROVEDOR DE INTERNET EIRELI;38;9,65062232926963E-07;6.552
APOIOCOM DIGITAL LTDA ME;38;9,65062232926963E-07;6.552
ANSAT TELECOMUNICACOES EIRELI;38;9,65062232926963E-07;6.552
ZAPNET PROVEDOR DE INTERNET EIRELI-ME;37;9,39665858376254E-07;6.564
TELNET SISTEMAS E COMUNICACOES - EIRELI;37;9,39665858376254E-07;6.564
SEM LIMITE COMUNICACOES LTDA;37;9,39665858376254E-07;6.564
RFSYS SERVICOS DE TELECOMUNICACOES LTDA;37;9,39665858376254E-07;6.564
PELC - SERVICOS DE INFORMATICA LTDA;37;9,39665858376254E-07;6.564
O.P. BRANDAO;37;9,39665858376254E-07;6.564
LUCAS PEREIRA DE SOUSA LOPES;37;9,39665858376254E-07;6.564
LINK SERVICOS DE COMUNICACAO MULTIMIDIA E ACESSORIOS LTDA;37;9,39665858376254E-07;6.564
GUMA TELECOM BANDA LARGA LTDA;37;9,39665858376254E-07;6.564
GOLDEN LINK COMERCIO E SOLUCOES TECNOLOGICAS LTDA - ME;37;9,39665858376254E-07;6.564
GLN TELECOMUNICAÇÕES LTDA;37;9,39665858376254E-07;6.564
ANA CAROLINE BARBOSA MARIANO;37;9,39665858376254E-07;6.564
WILLIAN CELULARES E TELECOM EIRELI;36;9,14269483825544E-07;6.577
SMART NET SERVICOS E TELECOMUNICACOES LTDA;36;9,14269483825544E-07;6.577
SITEC TELECOMUNICACOES E COMERCIO LTDA;36;9,14269483825544E-07;6.577
SISTEMA MONITORAMENTO E SEGURANCA PATRIMONIAL LTDA;36;9,14269483825544E-07;6.577
REGINALDO & SAIONARA NET LTDA;36;9,14269483825544E-07;6.577
RAFAEL ALEXANDRE PEREIRA LAURENTINO;36;9,14269483825544E-07;6.577
LINKAR SERVICOS DE TELECOMUNICACOES LTDA;36;9,14269483825544E-07;6.577
GEISA ELIZABETH ANICETO DE SOUZA;36;9,14269483825544E-07;6.577
FROHLICH & FERREIRA LTDA ME;36;9,14269483825544E-07;6.577
F.A. TELECOM PROVEDOR DE INTERNET LTDA;36;9,14269483825544E-07;6.577
DATABRASNET LTDA - ME;36;9,14269483825544E-07;6.577
CARLOS GABRIEL DO NASCIMENTO;36;9,14269483825544E-07;6.577
BALEN INFORMATICA LTDA;36;9,14269483825544E-07;6.577
WJ NET TELECOMUNICAÇÕES E INFORMÁTICA LTDA;35;8,88873109274835E-07;6.596
Vianet Telecomunicacoes Ltda;35;8,88873109274835E-07;6.596
TUDDO INTERNET LTDA;35;8,88873109274835E-07;6.596
Star Net Servicos de Informatica Ltda;35;8,88873109274835E-07;6.596
RIO TELECOM LTDA;35;8,88873109274835E-07;6.596
RCM SUPPLY INFORMATICA LTDA ME;35;8,88873109274835E-07;6.596
MEC SOLUTION LTDA;35;8,88873109274835E-07;6.596
MASC TELECOM EIRELI;35;8,88873109274835E-07;6.596
INFOASSIS NET TELECOMUNICAÇÕES LTDA - ME;35;8,88873109274835E-07;6.596
IBEXNET TELECOM LTDA - ME;35;8,88873109274835E-07;6.596
GUSTAVO G. DA ROZA - ME;35;8,88873109274835E-07;6.596
E.T.J CONSTRUCOES & MANUTENCAO LTDA - ME;35;8,88873109274835E-07;6.596
DOM BASILIO NET LTDA;35;8,88873109274835E-07;6.596
D&M SERVICOS DE COMUNICACOES E TELECOMUNICACOES EIRELI - ME;35;8,88873109274835E-07;6.596
D & E TELECOM LTDA;35;8,88873109274835E-07;6.596
COOPER NET TELECON INSTALACOES TELECOMUNICACOES LTDA;35;8,88873109274835E-07;6.596
C.R.A SERVICO DE TELECOM LTDA;35;8,88873109274835E-07;6.596
C.L DA SILVA;35;8,88873109274835E-07;6.596
AGETEC NETCOM JAGUARIAIVA - PROVEDOR EIRELI;35;8,88873109274835E-07;6.596
S. da C. S. Madalena Ltda;34;8,63476734724125E-07;6.613
R. ALVES BARBOSA DA CUNHA - ME;34;8,63476734724125E-07;6.613
QUARK CONSULTORIA LTDA;34;8,63476734724125E-07;6.613
PRETONET SERVICOS DE COMUNICACAO MULTIMIDIA EIRELI;34;8,63476734724125E-07;6.613
PORTAL NET TECNOLOGIA LTDA;34;8,63476734724125E-07;6.613
OFFSHORE LINK SAT LTDA;34;8,63476734724125E-07;6.613
LIDIANE WESTLEY BOUARD - ME;34;8,63476734724125E-07;6.613
JOSNIR ANTONIO TERSI - INFORMATICA -;34;8,63476734724125E-07;6.613
Jma Solucoes em Tecnologia e Seguranca Eletronica Eireli;34;8,63476734724125E-07;6.613
J. S. DE CASTRO BANDEIRA FORTE - ME;34;8,63476734724125E-07;6.613
J V P DA SILVA - ME;34;8,63476734724125E-07;6.613
INFORSAT TECNOLOGIA LTDA;34;8,63476734724125E-07;6.613
GIACOMETTI & GIACOMETTI LTDA - ME;34;8,63476734724125E-07;6.613
F. FERREIRA INFORMATICA;34;8,63476734724125E-07;6.613
DAVID MAIA DA COSTA COMUNICACOES EIRELI - EPP;34;8,63476734724125E-07;6.613
CYBER NET TELECOMUNICACOES EIRELI - ME;34;8,63476734724125E-07;6.613
CLIKNET SERVICOS DE INTERNET LTDA;34;8,63476734724125E-07;6.613
TECHWEB PROVEDOR DE INTERNET LTDA;33;8,38080360173416E-07;6.625
SOLUN CONSULTORIA E SERVICOS DE TELECOMUNICACOES;33;8,38080360173416E-07;6.625
RAPPID TELECOM LTDA;33;8,38080360173416E-07;6.625
NET ON LINE LTDA;33;8,38080360173416E-07;6.625
JNSOFT DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR EIRELI;33;8,38080360173416E-07;6.625
IPANET TELECOMUNICAÇÕES EIRELI;33;8,38080360173416E-07;6.625
HEDSON JOSE LOPES DANTAS;33;8,38080360173416E-07;6.625
Dl Center Provedor de Internet Ltda;33;8,38080360173416E-07;6.625
DIAIMERFFER DAIANE DORNELES;33;8,38080360173416E-07;6.625
BRASIL NETSERVICES LTDA;33;8,38080360173416E-07;6.625
ATHEROS TELECOM INFORMATICA LTDA;33;8,38080360173416E-07;6.625
AD COLOMBO MULTIMIDIA;33;8,38080360173416E-07;6.625
TRACECOM SOLUCOES EM TI INFRAESTRUTURA E TELECOMUNICACOES LTDA;32;8,12683985622706E-07;6.641
RODRIGO JOAQUIM DOS SANTOS;32;8,12683985622706E-07;6.641
POTYNET PROVEDOR DE INTERNET LTDA.;32;8,12683985622706E-07;6.641
LANSERVI TECNOLOGIA LTDA;32;8,12683985622706E-07;6.641
JONATAN SILVA COSTA TECNOLOGIA DA INFORMACAO LTDA;32;8,12683985622706E-07;6.641
INVISTA NET EQUIPAMENTOS DE INFORMATICA LTDA;32;8,12683985622706E-07;6.641
GIGANET BELMONTE TELECOM TELECOMUNICACOES LTDA;32;8,12683985622706E-07;6.641
FOURLINK TELECOM SERVICOS DE TELECOMUNICACOES LTDA - ME;32;8,12683985622706E-07;6.641
FIBRAWEB TELECOM COMERCIO E SERVICOS DE TELECOMUNICACOES LTDA;32;8,12683985622706E-07;6.641
E.M.S. SERVICOS DE COMUNICACAO MULTIMIDIA LTDA - ME;32;8,12683985622706E-07;6.641
DOURADO E DOURADO TELECOMUNICACOES LTDA  - ME;32;8,12683985622706E-07;6.641
DENDRON TELECOMUNICACOES LTDA;32;8,12683985622706E-07;6.641
CLOVIS DA SILVA ALBUQUERQUE INTERNET - ME;32;8,12683985622706E-07;6.641
BIOS NETWORKS TELECOMUNICACOES LTDA;32;8,12683985622706E-07;6.641
ALVINO DE SOUZA BORBOREMA;32;8,12683985622706E-07;6.641
ALEX JUNIOR CAMARGO;32;8,12683985622706E-07;6.641
YOUNET COMERCIO E SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO LTDA - ME;31;7,87287611071996E-07;6.655
X NET PROVEDOR DE INTERNET EIRELI;31;7,87287611071996E-07;6.655
WORLD FIBRA TELECOM LIMITADA;31;7,87287611071996E-07;6.655
UBMEX DATA CENTER E TELECOMUNICACOES UNIPESSOAL LTDA;31;7,87287611071996E-07;6.655
TELEFONIA E INTERNET RURAL EIRELI;31;7,87287611071996E-07;6.655
S. C. SOLUCOES TECNOLOGICAS LTDA;31;7,87287611071996E-07;6.655
PERIQUITO NET LTDA;31;7,87287611071996E-07;6.655
On Banda Larga Ltda;31;7,87287611071996E-07;6.655
M L ALVES DE SOUSA;31;7,87287611071996E-07;6.655
GM TELECOM E INFORMÁTICA LTDA ME;31;7,87287611071996E-07;6.655
G Net Provedores Eireli;31;7,87287611071996E-07;6.655
DANIELE DA SILVA CAMARGO;31;7,87287611071996E-07;6.655
A R DE FIGUEIREDO - ME;31;7,87287611071996E-07;6.655
A N Torres da Silva;31;7,87287611071996E-07;6.655
WSP NORTE SERVICOS DE TELECOMUNICACOES LTDA;30;7,61891236521287E-07;6.670
TRL LINKNET TELECOM LTDA;30;7,61891236521287E-07;6.670
TAG INFORMATICA LTDA;30;7,61891236521287E-07;6.670
RESENDE SERVIÇO DE TELECOMUNICAÇÃO LTDA;30;7,61891236521287E-07;6.670
R. RODRIGUES VASCONCELOS TELECOM EIRELI;30;7,61891236521287E-07;6.670
MASS TELECOMUNICAÇÃO LTDA;30;7,61891236521287E-07;6.670
LOCKNET TECNOLOGIA E REDES LTDA;30;7,61891236521287E-07;6.670
LIKE WI-FI TELECOM EIRELI;30;7,61891236521287E-07;6.670
JOSE IVANALDO DE SOUSA TELECOMUNICACOES;30;7,61891236521287E-07;6.670
INACIO F. CARDOSO COMERCIO DE ELETRONICOS & SERVICOS DE TELECOMUNICACOES;30;7,61891236521287E-07;6.670
DONINI & SALDANHA TELECOMUNICACOES LTDA - ME;30;7,61891236521287E-07;6.670
CLICK NET COMUNICACAO LTDA;30;7,61891236521287E-07;6.670
City Connect Solucoes em Tecnologia Ltda;30;7,61891236521287E-07;6.670
ARAUJO E OLIVEIRA LTDA - ME;30;7,61891236521287E-07;6.670
ALLIANCE TELECOM IBIRAREMA LTDA;30;7,61891236521287E-07;6.670
VAUBAN SILVA REBOUCAS JUNIOR;29;7,36494861970577E-07;6.688
ROBSON LIMA DE MACEDO - ME;29;7,36494861970577E-07;6.688
REDE ONLINE INTERNET LTDA;29;7,36494861970577E-07;6.688
R.B. DOS REIS - REPARACOES;29;7,36494861970577E-07;6.688
PRIME NET SERVICOS E TELECOMUNICACOES LTDA;29;7,36494861970577E-07;6.688
NNI BRASIL MULTIMIDIA LTDA;29;7,36494861970577E-07;6.688
JENIVALDO CUSTODIO JANUARIO INFORMATICA;29;7,36494861970577E-07;6.688
HAPPYNET LTDA;29;7,36494861970577E-07;6.688
Globaltel Br Telecomunicacoes Ltda;29;7,36494861970577E-07;6.688
GLOBAL CONNECT PROVEDORES EIRELI;29;7,36494861970577E-07;6.688
FUTURA CONNECT TELECOMUNICAÇÕES LTDA;29;7,36494861970577E-07;6.688
FRANCISCO DAS CHAGAS NOGUEIRA DOS SANTOS;29;7,36494861970577E-07;6.688
FIBRA ULTRA SERVICOS DE TELECOMUNICACAO EIRELI;29;7,36494861970577E-07;6.688
Direto Telecom Eireli;29;7,36494861970577E-07;6.688
CONEXAO ZN EIRELI;29;7,36494861970577E-07;6.688
CM - INFORMATICA LTDA;29;7,36494861970577E-07;6.688
CAMARGO E GONCALVES SERVICOS DE COMUNICACAO LTDA;29;7,36494861970577E-07;6.688
AGILYTELECOM LTDA;29;7,36494861970577E-07;6.688
ZAFEX TELECOMUNICACOES LTDA;28;7,11098487419868E-07;6.705
SAMUEL FERREIRA SOARES CAMPOS NET;28;7,11098487419868E-07;6.705
RJ CONNECT SERVICOS DE TELECOMUNICACOES LTDA;28;7,11098487419868E-07;6.705
NORT SAT TELECOMUNICACOES LTDA;28;7,11098487419868E-07;6.705
NNN NET TELECOM SERVICOS LTDA;28;7,11098487419868E-07;6.705
MM ARAUJO PROVEDORES;28;7,11098487419868E-07;6.705
Matheus Rosa Cardoso;28;7,11098487419868E-07;6.705
LUIS GUSTAVO ZUCCOLOTTO DE ASSIS;28;7,11098487419868E-07;6.705
L.H CORA DA SILVEIRA - ME;28;7,11098487419868E-07;6.705
INFILINK TELECOMUNICACOES EIRELI;28;7,11098487419868E-07;6.705
HISPAMAR SATELITES S.A.;28;7,11098487419868E-07;6.705
Francineide Nunes da Silva;28;7,11098487419868E-07;6.705
BNJ COMUNICACAO  E SERVICOS LTDA;28;7,11098487419868E-07;6.705
BALBINO SERVICO DE COMUNICACAO MULTIMIDIA LTDA.;28;7,11098487419868E-07;6.705
AZRB SERVICOS DE COMUNICACAO, MULTIMIDIA E MONITORAMENTO ELETRONICO LTDA.;28;7,11098487419868E-07;6.705
ANNA LAIS NEDOCHETKO;28;7,11098487419868E-07;6.705
ALADUSNET INFORMÁTICA E TELECOMUNICAÇÃO LTDA - ME;28;7,11098487419868E-07;6.705
VIGIA TEC SEGURANCA EM SISTEMAS DE CFTV LTDA;27;6,85702112869158E-07;6.717
UD TECNOLOGIA S.A.;27;6,85702112869158E-07;6.717
RONALDO EUSTAQUIO MACHADO;27;6,85702112869158E-07;6.717
PXNET TELECOMUNICAÇÕES E INFORMÁTICA LTDA - ME;27;6,85702112869158E-07;6.717
Now Net Telecomunicacoes Ltda;27;6,85702112869158E-07;6.717
GS TELECOMUNICACOES LTDA;27;6,85702112869158E-07;6.717
FORTE TELECOM LTDA - ME;27;6,85702112869158E-07;6.717
FIBRAMANIA SERVICOS DE TELECOMUNICACOES LTDA;27;6,85702112869158E-07;6.717
ENOVE TELECOM SERVICOS DE COMUNICACAO MULTIMIDIA LTDA;27;6,85702112869158E-07;6.717
EDMAR JACINTO SERRAO;27;6,85702112869158E-07;6.717
DATORA;27;6,85702112869158E-07;6.717
CONECTA RS SOLUCOES EM TI LTDA;27;6,85702112869158E-07;6.717
ZAYO INFRAESTRUTURA BRAZIL LTDA.;26;6,60305738318449E-07;6.738
TENDENCIA TELECOM SERVICOS DE COMUNICACAO LTDA;26;6,60305738318449E-07;6.738
SULNET PROVEDOR DE INTERNET LTDA;26;6,60305738318449E-07;6.738
SMART TECNOLOGIA EM COMUNICACOES LTDA;26;6,60305738318449E-07;6.738
ROBERTO MENDES BATISTA 09486948666 - ME;26;6,60305738318449E-07;6.738
REDE VELOZ LTDA;26;6,60305738318449E-07;6.738
R S DA CRUZ - NET TURBO VONLTAR FIBRA OTICA;26;6,60305738318449E-07;6.738
NEW WORD INFORMATICA LTDA-ME;26;6,60305738318449E-07;6.738
L. S. OLIVEIRA SERVICOS DE TELECOM LTDA;26;6,60305738318449E-07;6.738
KATIA MARIA DE QUEIROZ PINHEIRO;26;6,60305738318449E-07;6.738
J C 2000 TELECOMUNICACOES LTDA - ME;26;6,60305738318449E-07;6.738
GRANDES LAGOS SERVICOS EM TELECOMUNICACOES LTDA;26;6,60305738318449E-07;6.738
G A TORRES SOLUCOES EM T.I. - ME;26;6,60305738318449E-07;6.738
FL INFORMATICA LTDA;26;6,60305738318449E-07;6.738
DIRAM ALISSON DE JESUS SANTOS - ME;26;6,60305738318449E-07;6.738
DEBORA RUAS SOARES FERRAZ;26;6,60305738318449E-07;6.738
D E VIEIRA DA SILVA;26;6,60305738318449E-07;6.738
CINTIA CRISTINA FERNANDES AZEVEDO;26;6,60305738318449E-07;6.738
CDS COMERCIO LTDA - ME;26;6,60305738318449E-07;6.738
CARLOS ADRIANO LOVO;26;6,60305738318449E-07;6.738
ALTTAB INFORMATICA LTDA  - ME;26;6,60305738318449E-07;6.738
OMEGA PROVEDOR E SERVICOS DE INTERNET EIRELI - ME;25;6,34909363767739E-07;6.754
MOGI TELECOM SERVICOS DE REDE E TELECOMUNICACOES LTDA;25;6,34909363767739E-07;6.754
MAYARA MARQUES FIGUEIREDO MANUTENCAO EIRELI - ME;25;6,34909363767739E-07;6.754
LIVE TELECOMUNICACOES LTDA;25;6,34909363767739E-07;6.754
KEP NETWORK COMUNICACAO EIRELI;25;6,34909363767739E-07;6.754
JOSE EMETERIO NASCIMENTO NETO;25;6,34909363767739E-07;6.754
HERBERT FOGACA JUNIOR - ME;25;6,34909363767739E-07;6.754
GIT SOLUTIONS SOLUCOES EM TECNOLOGIA LTDA;25;6,34909363767739E-07;6.754
FIBER RIO SERVICOS DE TELECOMUNICACOES LTDA;25;6,34909363767739E-07;6.754
Enerwatt Engenharia, Industria e Comercio - Eireli;25;6,34909363767739E-07;6.754
EMANOEL CLEMENTE PONTES;25;6,34909363767739E-07;6.754
DEVHARD DESENVOLVIMENTO DE SISTEMAS E  PROVEDOR DE INTERNET  LTDA;25;6,34909363767739E-07;6.754
CONNECT HOUSE INFORMATICA LTDA;25;6,34909363767739E-07;6.754
ALPINET INFORMATICA LTDA;25;6,34909363767739E-07;6.754
ALMEIDA SERVICOS DE MULTIMIDIA E COMUNICACOES LTDA;25;6,34909363767739E-07;6.754
ALENCAR DA SILVA MOLINA;25;6,34909363767739E-07;6.754
TURBO NETCOM PROVEDOR DE INTERNET LTDA;24;6,0951298921703E-07;6.769
PRODATAS TELECOM LTDA;24;6,0951298921703E-07;6.769
ONE NET TELECOMUNICACOES LTDA;24;6,0951298921703E-07;6.769
OKNET TELECOM LTDA;24;6,0951298921703E-07;6.769
OCM-NET SOLUCOES EM COMUNICACAO LTDA;24;6,0951298921703E-07;6.769
NOVA TELECOMUNICACAO LTDA;24;6,0951298921703E-07;6.769
MB TELECOMUNICACOES LTDA;24;6,0951298921703E-07;6.769
JRNET CONNECT FIBRA LTDA;24;6,0951298921703E-07;6.769
JORGE MIRANDA DE OLIVEIRA - ME;24;6,0951298921703E-07;6.769
J ROBERTO CAVALCANTE - ME;24;6,0951298921703E-07;6.769
G. S. A. SERVICOS DE TELECOMUNICACOES LTDA.;24;6,0951298921703E-07;6.769
FABIANA IAROSZ GARCIA ALVES -  SERVICOS  DE MULTIMIDIA;24;6,0951298921703E-07;6.769
DENIS MIRANDA DE SOUZA - COMUNICACAO;24;6,0951298921703E-07;6.769
COMUNICACAO MULTIMIDIA DO BRASIL SOCIEDADE LIMITADA;24;6,0951298921703E-07;6.769
CHARLES MENA SCATAMBURLO;24;6,0951298921703E-07;6.769
VIP RIO TELECOMUNICAÇÕES LTDA - EPP;23;5,8411661466632E-07;6.782
SMART NET FIBRA COMUNICACOES EIRELI;23;5,8411661466632E-07;6.782
Maven Solucoes em Telecomunicacoes Eireli;23;5,8411661466632E-07;6.782
LIRA DA CONCEICAO GONCALVES 01272878414;23;5,8411661466632E-07;6.782
LEANDRO DINIZ DA COSTA;23;5,8411661466632E-07;6.782
ISPCORP SOLUCOES DIGITAIS CORPORATIVAS LTDA;23;5,8411661466632E-07;6.782
Guerra Rosa Internet Servicos de Comunicacao Multimidia Ltda;23;5,8411661466632E-07;6.782
F5 SOLUCOES EM COMUNICACAO MULTIMIDIA EIRELI;23;5,8411661466632E-07;6.782
EDUARDO MARQUES DE CARVALHO E CIA LTDA;23;5,8411661466632E-07;6.782
DN SERVICE TELECOM LTDA;23;5,8411661466632E-07;6.782
ANDRE LUIZ ALVES MANFIOLETE - ME;23;5,8411661466632E-07;6.782
Alysson J F de Oliveira;23;5,8411661466632E-07;6.782
ACESSO PROVEDOR INTERNET LTDA;23;5,8411661466632E-07;6.782
SMART LINCK TELECOMUNICAÇÕE3S LTDA;22;5,5872024011561E-07;6.790
S.N.SILVA;22;5,5872024011561E-07;6.790
NOVA REDE SERVICOS DE INTERNET LTDA;22;5,5872024011561E-07;6.790
M Franca Sousa;22;5,5872024011561E-07;6.790
JD TELECOMUNICACOES EIRELI - ME;22;5,5872024011561E-07;6.790
INACIO A PEDROSA JUNIOR;22;5,5872024011561E-07;6.790
FOXFIBRAPRO TELECOMUNICACOES DO BRASIL LTDA;22;5,5872024011561E-07;6.790
FLAVIO JOSE SOUSA ARAUJO;22;5,5872024011561E-07;6.790
WAGNER ROBERTO FRACASSO - INFORMATICA - ME;21;5,33323865564901E-07;6.808
WAGNER DA SILVA QUINTANA;21;5,33323865564901E-07;6.808
Via Wireless Telecom Comuninacao e Multimidia Ltda;21;5,33323865564901E-07;6.808
SIDNEY B QUEIROZ;21;5,33323865564901E-07;6.808
S. DE FATIMA AMANCIO;21;5,33323865564901E-07;6.808
PRIME TELECOMUNICACOES EIRELI - ME;21;5,33323865564901E-07;6.808
PH-INFOR SOLUCOES E SERVICOS DE ACESSO A INTERNET LTDA;21;5,33323865564901E-07;6.808
NETCONNECT COMUNICACAO MULTIMIDIA LTDA;21;5,33323865564901E-07;6.808
M D TECNOLOGIA & TELECOMUNICACOES EIRELI;21;5,33323865564901E-07;6.808
LEONARDO JOSE DE MELO;21;5,33323865564901E-07;6.808
JJ.NET FIBRA - TELECOMUNICACOES LTDA;21;5,33323865564901E-07;6.808
J. S. SISTEMAS DE TELECOMUNICACOES LTDA.  - ME;21;5,33323865564901E-07;6.808
J B MONTEIRO DA SILVA PROVEDOR EIRELI;21;5,33323865564901E-07;6.808
ISIS THAYNA VIEIRA DE OLIVEIRA;21;5,33323865564901E-07;6.808
HEQUIAS BICALHO FELIX - EPP;21;5,33323865564901E-07;6.808
ELETROTEL TELECOM & INFORMATICA EIRELI - EPP;21;5,33323865564901E-07;6.808
CLEYDSSON TORRES DE ANDRADE;21;5,33323865564901E-07;6.808
A ALTAY S PEREIRA;21;5,33323865564901E-07;6.808
W. R. RIBEIRO - SERVICO DE INTERNET;20;5,07927491014191E-07;6.831
UPLINK TELECOM SERVICOS DE TELECOMUNICACOES LTDA - ME;20;5,07927491014191E-07;6.831
Telecom Gig@ Link Ltda;20;5,07927491014191E-07;6.831
SALINET TELECOMUNICACOES LTDA;20;5,07927491014191E-07;6.831
REALFORT SISTEMAS LTDA - ME;20;5,07927491014191E-07;6.831
MEGA GESTAO TECNOLOGIA EM CONDOMINIOS LTDA;20;5,07927491014191E-07;6.831
MEGA FIBRA INTERNET BANDA LARGA LTDA;20;5,07927491014191E-07;6.831
John Jefferson de Lima;20;5,07927491014191E-07;6.831
JOAO SILVA DE SOUZA;20;5,07927491014191E-07;6.831
J. Pazini - Informatica;20;5,07927491014191E-07;6.831
INFOPASA TELECOMUNICACOES EIRELI;20;5,07927491014191E-07;6.831
INFINITY BRASIL TELECOM LTDA;20;5,07927491014191E-07;6.831
GLOBAL TELECOM SUPER VOXDEINET EIRELI;20;5,07927491014191E-07;6.831
FOCUSTELECOMM TECNOLOGIA EM TELECOMUNICACOES EIRELI;20;5,07927491014191E-07;6.831
FIBERCOM TELECOM E ACESSO A REDES LTDA;20;5,07927491014191E-07;6.831
FELICIANO DA COSTA CORREA JUNIOR;20;5,07927491014191E-07;6.831
E B DA SILVA PEREIRA;20;5,07927491014191E-07;6.831
DUTRA E ASSOLINI INFORMATICA LTDA;20;5,07927491014191E-07;6.831
Deny de Santana Silva;20;5,07927491014191E-07;6.831
CONNEC TELECOMUNICACOES E INFORMATICA LTDA;20;5,07927491014191E-07;6.831
CONECT SERVICOS DE INTERNET EIRELI;20;5,07927491014191E-07;6.831
CARLOS DEMETRIO DE CARVALHO MACEDO - ME;20;5,07927491014191E-07;6.831
ABN SAMPAIO MORAIS EIRELI;20;5,07927491014191E-07;6.831
W JUNIOR TELECOMUNICACOES LTDA - ME;19;4,82531116463482E-07;6.841
P.R. TAVARES - PROVEDORES DE ACESSO AS REDES DE COMUNICAÇÕES;19;4,82531116463482E-07;6.841
LEAO VASCONCELOS INFORMATICA LTDA - ME;19;4,82531116463482E-07;6.841
DNS TELECOM LTDA - ME;19;4,82531116463482E-07;6.841
Conexao Telecom & Informatica Ltda.;19;4,82531116463482E-07;6.841
CK NET PROVEDORES DE ACESSO EIRELI;19;4,82531116463482E-07;6.841
ANDERSON FERREIRA PEREIRA;19;4,82531116463482E-07;6.841
ANA FLAVIA SOUZA CPF 101175586-64 - ME;19;4,82531116463482E-07;6.841
ADRIANO ANTONIO DA SILVA INTERNET;19;4,82531116463482E-07;6.841
A J INFORMATICA TELECOM LTDA  - ME;19;4,82531116463482E-07;6.841
YARA CASTRO TELECOMUNICACOES EIRELI;18;4,57134741912772E-07;6.854
WODNET TELECOMUNICACOES LTDA - ME;18;4,57134741912772E-07;6.854
VALDIR DEMORI-ME;18;4,57134741912772E-07;6.854
RONEI RODRIGUES DE OLIVEIRA LTDA;18;4,57134741912772E-07;6.854
RANGE SERVICO DE TELECOMUNICACAO E MULTIMIDIA LTDA;18;4,57134741912772E-07;6.854
NETWARE TELECOMUNICACOES E INFORMATICA LTDA - EPP;18;4,57134741912772E-07;6.854
M S GOMES RABELO;18;4,57134741912772E-07;6.854
LUIZ GONSAGA NETO PROVEDOR DE INTERNET;18;4,57134741912772E-07;6.854
LIVE NET TELECOMUNICACOES LTDA;18;4,57134741912772E-07;6.854
